Gene,Reference
hippocampus,hippocampus
lrrk2,dkfzp434h2111
mitogen-activated protein kinase kinase 7,mitogen-activated protein kinase kinase 7
gtpase,gtpase
mul1,rnf218
aminoacyl trna synthetase complex-interacting multifunctional protein 2,aminoacyl trna synthetase complex-interacting multifunctional protein 2
ap-1,slc39a3
phosphoprotein phosphatases,phosphoprotein phosphatases
mek kinase 1-regulated response element,mek kinase 1-regulated response element
leptin,leptin
diabetes,diabetes
dehydrated,dehydrated
lxr-α,lxr-α
p38 mitogen- 1 activated protein kinase,p38 mitogen- 1 activated protein kinase
lxr,lxr
interstitial fibrosis,interstitial fibrosis
and -ace antibodies,and -ace antibodies
ace2-ang(1-7)-mas axes,ace2-ang(1-7)-mas axes
heart failure,heart failure
angiotensin ii type 1 receptor,angiotensin ii type 1 receptor
chronic heart failure,chronic heart failure
heart,heart
wuhan kang bao tai biotech co. ltd,wuhan kang bao tai biotech co. ltd
angiotensin-converting enzyme,angiotensin-converting enzyme
idiopathic pulmonary fibrosis,idiopathic pulmonary fibrosis
myocardial infarction,myocardial infarction
ace-ang ii,ace-ang ii
diabetes mellitus,diabetes mellitus
asperosaponin vi,asperosaponin vi
angiotensin ii type-1 receptor,angiotensin ii type-1 receptor
at1r,agtr1b
sterol regulatory element binding protein-1c,sterol regulatory element binding protein-1c
at1,atiii-t1
angiotensin converting enzyme 2,angiotensin converting enzyme 2
renin,renin
x receptor,x receptor
ace-angii-at1,ace-angii-at1
atrap,agtrap
angiotensin-converting enzyme 2,angiotensin-converting enzyme 2
renal fibrosis,renal fibrosis
ventricular,ventricular
angiotensin-converting enzyme inhibition,angiotensin-converting enzyme inhibition
rosuvastatin plus losartan on liver x receptor mrna,rosuvastatin plus losartan on liver x receptor mrna
"anti-β-actin, -collagen i, -collagen iii, and -ang ii antibodies","anti-β-actin, -collagen i, -collagen iii, and -ang ii antibodies"
ace2,ace2
liver x receptor-α,liver x receptor-α
ace2-ang(1-7)-mas,ace2-ang(1-7)-mas
ace,flj31638
cardiomyopathy,cardiomyopathy
mitogen-activated protein kinases,mitogen-activated protein kinases
peritoneal fibrosis,peritoneal fibrosis
mas,beta-mpp
liver fibrosis,liver fibrosis
liver x receptors,liver x receptors
left coronary artery,left coronary artery
lvh,lvh
liver x receptor,liver x receptor
x receptor-alpha,x receptor-alpha
p38 mapk,p38 mapk
nrf-2,e4tf1a
x receptor-α,x receptor-α
hearts,hearts
cardiac disease,cardiac disease
angiotensin-converting enzyme-2,angiotensin-converting enzyme-2
ischemia,ischemia
angiotension ii,angiotension ii
angiotensin ii receptor,angiotensin ii receptor
nuclear receptor family,nuclear receptor family
pancreatic fibrosis,pancreatic fibrosis
at1 receptor,at1 receptor
pfd,cfd
myocardial infarct,myocardial infarct
"α-sma, collagen i, collagen iii","α-sma, collagen i, collagen iii"
anti-lxr-α,anti-lxr-α
dehydration,dehydration
nonalcoholic fatty liver disease,nonalcoholic fatty liver disease
connective tissue growth factor,connective tissue growth factor
pge2-ep3,pge2-ep3
prostaglandin e1,prostaglandin e1
skin disorders,skin disorders
ctgf,igfbp8
sp1,coco
thymosin beta-4,thymosin beta-4
transcription factor ets-1,transcription factor ets-1
ets-1,h3p43
anti-tgf-beta,anti-tgf-beta
lipo-pge1,lipo-pge1
scleroderma,scleroderma
lung fibrosis,lung fibrosis
fli-1,fli-1
human cathelicidin ll,human cathelicidin ll
cxc chemokine receptor 4,cxc chemokine receptor 4
ets-1-targeting sirna,ets-1-targeting sirna
m-mlv reverse transcriptase,m-mlv reverse transcriptase
peripheral vascular diseases,peripheral vascular diseases
type i collagen gene,type i collagen gene
gapdh,gapdh
collagen 1a1,collagen 1a1
type i and type vii collagen gene,type i and type vii collagen gene
graft-versus-host disease,graft-versus-host disease
ets-1 protein,ets-1 protein
anti-ets-1 antibody,anti-ets-1 antibody
transforming growth factor-beta,transforming growth factor-beta
foreskin,foreskin
collagen gene,collagen gene
transforming growth factor beta,transforming growth factor beta
sircol soluble collagen,sircol soluble collagen
tissue growth factor,tissue growth factor
role of protease-activated receptors,role of protease-activated receptors
ets1,h3p43
p38 map kinases,p38 map kinases
chronic hepatitis,chronic hepatitis
ba,ba
htr1b,psmd7
crhr1 gene,crhr1 gene
column,column
rp2 gene,rp2 gene
chr,chr
bo,bo
zinc finger-domain transcription factor,zinc finger-domain transcription factor
ht,ht
corticotropin-releasing hormone receptors,corticotropin-releasing hormone receptors
cacna2d4,rcd4
g-olf alpha,g-olf alpha
transforming growth factor-beta 2,transforming growth factor-beta 2
men,ppp1r68
bace1,bace
cdc34,cdc34
chronic bronchitis,chronic bronchitis
3′ utr regions,3′ utr regions
ifn-γ gene,ifn-γ gene
maf,cca4
zscan1 gene,zscan1 gene
acute heart failure,acute heart failure
"cortex, cerebellar","cortex, cerebellar"
bed,myp1
prdm16,kmt8f
tgf beta,tgf beta
human herpes virus 6,human herpes virus 6
gaba(a) receptor subunits,gaba(a) receptor subunits
cd4,okt4d
epilepsy,epilepsy
name,name
temporal lobe,temporal lobe
col6a6 gene,col6a6 gene
stroke,stroke
status epilepticus,status epilepticus
col6a6,col6a6
gm-csf,gmcsf
neural cell adhesion molecule,neural cell adhesion molecule
alt,alt
cacna1b,ano3
collagen type vi,collagen type vi
gene,gene
ubiquitin-conjugating enzyme,ubiquitin-conjugating enzyme
bmp type ii receptor,bmp type ii receptor
gnal,gnal
cns diseases,cns diseases
mi variants,mi variants
dopamine d2 receptor gene,dopamine d2 receptor gene
multiple sclerosis,multiple sclerosis
gnal gene,gnal gene
hipk2,pro0593
5-hydroxytryptamine 1a receptor gene,5-hydroxytryptamine 1a receptor gene
serotonin transporter gene,serotonin transporter gene
beta-secretase,beta-secretase
alpha 6 chain,alpha 6 chain
akt-c-myc,akt-c-myc
stroma,stroma
pkc,dyt10
pkc isozymes,pkc isozymes
lipocalin-2 protein,lipocalin-2 protein
rabbit anti-erk1/2,rabbit anti-erk1/2
c/ebp-delta,crp3
c/ebp-beta,lap
klf10,tieg
lcn2,lcn2
klf15,klf15
extracellular regulated protein kinases 1 and 2,extracellular regulated protein kinases 1 and 2
retinoid x receptor,retinoid x receptor
infectious diseases,infectious diseases
lcn2 gene,lcn2 gene
ngal,lcn2
p-erk1/2,p-erk1/2
p-jnk,p-jnk
neutrophil gelatinase associated lipocalin,neutrophil gelatinase associated lipocalin
pc-ppp1r18,pc-ppp1r18
e74-like factor 3,e74-like factor 3
mouse anti-p-erk1/2,mouse anti-p-erk1/2
neutrophil,neutrophil
pc,nec 2
mmp9,gelb
ikappab -zeta,ikappab -zeta
tumor necrosis factor-alpha,tumor necrosis factor-alpha
neutrophil gelatinase-associated lipocalin,neutrophil gelatinase-associated lipocalin
interleukin-17,interleukin-17
mek1/2,mek1/2
"lu mao, haomin yu","lu mao, haomin yu"
30s,30s
ctgf gene,ctgf gene
rfn,rex2
taz,lvncx
collagen type 2,collagen type 2
f12,sart1259
tead4,reps2
blood vessels,blood vessels
nucleus pulposus,nucleus pulposus
idd,idd
mean±sd,mean±sd
yap-lats,yap-lats
sa-β-gal,sa-β-gal
chamber,chamber
spine,spine
cad-11-modified collagen type ii,cad-11-modified collagen type ii
lgr5^ sup+^,lgr5^ sup+^
intervertebral disc degeneration,intervertebral disc degeneration
p-yap,p-yap
disc,disc
disc degeneration,disc degeneration
lats1 mrna,lats1 mrna
yap oncoprotein,yap oncoprotein
cell clusters,cell clusters
yap knockdown,yap knockdown
hippo pathway kinases lats1/2,hippo pathway kinases lats1/2
ctgf protein,ctgf protein
mcs,gpx4
usp28,usp28
"lu chen, arjun sinkemani, kun wang","lu chen, arjun sinkemani, kun wang"
lats1,warts
tails,tails
laminin receptors,laminin receptors
hippo-yap,hippo-yap
lumbar disc degeneration,lumbar disc degeneration
vgll4,vgl-4
bmp13,gdf6
intervertebral disc,intervertebral disc
human bone,human bone
vertebral,vertebral
vertebral body,vertebral body
lats2,lats2
yet upstream lats1,yet upstream lats1
yap,hcca1
gata4,avsd
npc,znf635m
intervertebral discs,intervertebral discs
capillaries,capillaries
yes-associated protein,yes-associated protein
pi3k-akt,pi3k-akt
phospholipase,phospholipase
myopathy,myopathy
csf1r,m-csf-r
rap1a,krev-1
tsc1,tsc4
er exit sites,er exit sites
tuberin,tsc4
casein kinase 1 isoforms,casein kinase 1 isoforms
itgb4,lap1c
oliva,oliva
nodes,nodes
fibroblast growth factor receptor 2 iiib c3 isoform,fibroblast growth factor receptor 2 iiib c3 isoform
fgfr4,tkf
mitogen activated protein,mitogen activated protein
vamp-7,vamp7
rap-interacting proteins,rap-interacting proteins
itgb7,itgb7
gene-gene,gene-gene
syntaxin 7,syntaxin 7
homotypic lysosome fusion,homotypic lysosome fusion
lama2,lamm
akt2 isoforms,akt2 isoforms
stk11,hlkb1
hsp90aa,hsp90aa
hsp90,lap-2
sgk1 gene,sgk1 gene
pi3-kinase,pi3-kinase
fam3c,ilei
platelet-derived growth factor,platelet-derived growth factor
raf,raf
frs2,frs1a
vesicle-associated membrane protein 7,vesicle-associated membrane protein 7
csnk1d,cki-delta
ccnd1,prad1
limb-girdle muscular dystrophies,limb-girdle muscular dystrophies
t-snare syntaxin 6,t-snare syntaxin 6
breast cancer susceptibility gene product fibroblast growth factor receptor 2,breast cancer susceptibility gene product fibroblast growth factor receptor 2
ribosomal protein genes,ribosomal protein genes
fgf17,bfgf
jak-stat,jak-stat
kdr,kdr
vascular endothelial growth factor receptor 2,vascular endothelial growth factor receptor 2
tnn,tn-w
col5a3,col5a3
14-3-3 zeta,14-3-3 zeta
rap1,krev-1
ddp,ddp1
pml,pml
pdgfra,cd140a
mdr1,kiaa0882
abc transporter families,abc transporter families
cam-dr,cam-dr
p-glycoprotein,p-glycoprotein
p53 network,p53 network
plasmid pta-fluc,plasmid pta-fluc
human abcb1,human abcb1
abc transporters,abc transporters
92-kda type iv collagenase,92-kda type iv collagenase
rb proteins,rb proteins
hes1,gatd3a
cam,kmt
p53 downstream genes,p53 downstream genes
ki-67 protein,ki-67 protein
horse radish peroxidase,horse radish peroxidase
laminin,laminin
ss5 receptor,ss5 receptor
bcrp,ne-dlg
notch1,hn1
mrp,muc2
focal adhesion kinase,focal adhesion kinase
tie2,vmcm
gsc,ipip27a
emap-ii,emap-ii
trail,tl2
od,od
myc-associated zinc-finger protein,myc-associated zinc-finger protein
human immunodeficiency virus,human immunodeficiency virus
glial fibrillary acidic protein,glial fibrillary acidic protein
extracellular signal-regulated kinase,extracellular signal-regulated kinase
anti-mouse igg,anti-mouse igg
jp,jpd
cpeb1,hcpeb-1
nestin,nestin
sox-2,sox-2
type iv collagen,type iv collagen
kip1,sip2-28
sox2,sox2
transcription factor 9,transcription factor 9
mono,mono
mir,c-mir
estrogen-related receptor,estrogen-related receptor
integrin fak,integrin fak
spy1,ringo3
atlas,atlas
di,cd233
cd133,srxy8
csf,kalinin-105kda
fibronectin iii-1 domain,fibronectin iii-1 domain
anti-gapdh antibody,anti-gapdh antibody
abcg2 protein,abcg2 protein
giant,giant
plasma fibronectin,plasma fibronectin
mts,ddp1
p53 target genes,p53 target genes
abcc,hdm2
retinal,retinal
proto-oncogene β-catenin,proto-oncogene β-catenin
cp,cp
rna-binding factor hur,rna-binding factor hur
glandular,glandular
transcription factor family,transcription factor family
p16 promoter,p16 promoter
maml1,kiaa0200
cd44+cd24+gastric,cd44+cd24+gastric
nfkb1,nfkb-p105
p27kip1,sip2-28
lymphoid enhancer factor,lymphoid enhancer factor
notch1 receptor intracellular domain,notch1 receptor intracellular domain
sox10,sox10
axin2,axil
sip1,octs2
rhoa,rho12
gli2,thp1
transform growth factor beta 1,transform growth factor beta 1
gli3,dnai1
gli,ppd1
vascular endothelial growth factor receptor 1,vascular endothelial growth factor receptor 1
twist1,scs
nasopharyngeal,nasopharyngeal
rhotekin,rhotekin
relb,imd53
rela,hsn2
lats1/2,lats1/2
mmp,mmp
nodal,htx5
her2-negative,her2-negative
mcc,mcc1
cox enzymes,cox enzymes
transglutaminase,transglutaminase
foxq1,hfh1
matrix metalloproteinases mmp-2,matrix metalloproteinases mmp-2
slug,slug
c-rel,c-rel
yap1,yap2
cox-2/ prostaglandin e2,cox-2/ prostaglandin e2
axin,axin1
matrix metalloproteinase-1,matrix metalloproteinase-1
frizzled related protein,frizzled related protein
ptch receptor,ptch receptor
stomach,stomach
il-8 gene,il-8 gene
snail,snail
wnt10a,ssps
lipoprotein receptor-related protein 5/6,lipoprotein receptor-related protein 5/6
lox,aat10
notch receptor,notch receptor
prrx1,pmx1
apc complex,apc complex
apc,gpr44
twist,scs
cdk6,plstire
insulin-like growth factor type 1 receptor,insulin-like growth factor type 1 receptor
epstein,epstein
jagged1,jagged1
mst1/2,mst1/2
t-cell factor,t-cell factor
h-ras,h-ras
ags,crv
manganese superoxide dismutase,manganese superoxide dismutase
ck1,ehk
ca2+,ca2+
gli1,ppd1
matrix metalloproteinase 9,matrix metalloproteinase 9
muc2,muc2
sall4,hsal4
cyclin d2,cyclin d2
n-ras,cmns
glycogen synthase kinase-3 beta,glycogen synthase kinase-3 beta
gsk3,gsk3
fgfr2 gene,fgfr2 gene
tgf-β1 gene,tgf-β1 gene
oncogenic gtpase,oncogenic gtpase
bone morphogenetic proteins,bone morphogenetic proteins
snail gene,snail gene
nuclear factor-kappa b,nuclear factor-kappa b
cdh1,fzr2
mst1/1,mst1/1
crest,crest
zeb-1,zeb-1
epha2,ctpa
snail-1,snail-1
12-lipoxygenase,12-lipoxygenase
lymph node,lymph node
runx3,cbfa3
insulin-like growth factor-i receptor,insulin-like growth factor-i receptor
wnt-5a,wnt-5a
jagged2,jagged2
nfkb2,lyt-10
frizzled receptor,frizzled receptor
tissue transglutaminase-1,tissue transglutaminase-1
activin,inhbe
wnt ligand,wnt ligand
notch2,notch2
vascular endothelial growth factor,vascular endothelial growth factor
transforming growth factor-βtype i receptor gene,transforming growth factor-βtype i receptor gene
sonic hedgehog protein,sonic hedgehog protein
tumor 5-lipoxygenase,tumor 5-lipoxygenase
zeb1,bzp
five-lipoxygenase-activating protein,five-lipoxygenase-activating protein
notch3,cadasil
cox-1,cox-1
pdgfr beta,pdgfr beta
cub domain containing protein 1,cub domain containing protein 1
ihc cdcp1,ihc cdcp1
platelet derived growth factor,platelet derived growth factor
human epidermal growth factor receptor-2,human epidermal growth factor receptor-2
mouse monoclonal anti-actin,mouse monoclonal anti-actin
mir-200,mir-200
egf-egfr,egf-egfr
platelet-derived growth factor beta-receptor,platelet-derived growth factor beta-receptor
cub domain containing protein,cub domain containing protein
platelet-derived growth factor beta receptor,platelet-derived growth factor beta receptor
alexa fluor® 647 anti-human cd318,alexa fluor® 647 anti-human cd318
cdcp1,trask
mda-mb-468,mda-mb-468
src family kinases,src family kinases
vhl,trc8
src kinases,src kinases
p44/42 mapk,p44/42 mapk
cub-domain containing protein 1,cub-domain containing protein 1
mir-9,mir-9
pdgf-bb ligand,pdgf-bb ligand
p80,bun62
mda-mb,mda-mb
cdcp1 genetic,cdcp1 genetic
anti-cdcp1,anti-cdcp1
cub-domain-containing protein 1,cub-domain-containing protein 1
phospho-cdcp1,phospho-cdcp1
src-associated protein cub domain-containing protein-1,src-associated protein cub domain-containing protein-1
cdcp1 protein,cdcp1 protein
pe anti-human cd318,pe anti-human cd318
mouse monoclonal anti-phospho-pdgfrβ,mouse monoclonal anti-phospho-pdgfrβ
activating src family kinases,activating src family kinases
platelet-derived growth factor-bb,platelet-derived growth factor-bb
rabbit polyclonal anti-cdcp1,rabbit polyclonal anti-cdcp1
prs,prs
fig,fig
bone morphogenetic protein 4,bone morphogenetic protein 4
pdgf receptor,pdgf receptor
pdgf-bb,pdgf-bb
cub domain-containing protein 1,cub domain-containing protein 1
ers,ers
gs,gpr44
platelet-derived growth factor receptors,platelet-derived growth factor receptors
polyclonal anti-rabbit or -mouse igg,polyclonal anti-rabbit or -mouse igg
cep3,cdc42ep3
cdcp1 gene,cdcp1 gene
sash1,kiaa0790
gsk,gsk
protein kinase a,protein kinase a
fshr,fshr1
pka-gsk-3β,pka-gsk-3β
follicle-stimulating hormone receptors,follicle-stimulating hormone receptors
cytochrome p450 family 19 subfamily a member 1,cytochrome p450 family 19 subfamily a member 1
hoxc13,cypia1
casp3,cpp32
cardiovascular disease,cardiovascular disease
anova,anova
wsn,wsn
ovary,ovary
creb,creb1
fatty acid amide hydrolase,fatty acid amide hydrolase
pituitary glycoprotein hormone,pituitary glycoprotein hormone
a-kinase anchoring protein 95,a-kinase anchoring protein 95
pka-nf-κb,pka-nf-κb
autoimmune diseases,autoimmune diseases
add,add
follicle-stimulating hormone,follicle-stimulating hormone
metabolic syndrome,metabolic syndrome
glycogen synthase kinase-3beta,glycogen synthase kinase-3beta
body fat,body fat
follicular,follicular
vaginal,vaginal
ovarian follicles,ovarian follicles
gsk-3β,gsk-3β
glycogen synthase kinase 3 beta,glycogen synthase kinase 3 beta
tumor necrosis factor-α,tumor necrosis factor-α
nuclear factor kappab,nuclear factor kappab
anti-casp3,anti-casp3
ccne1,ccne
cyp19a1,aro1
bca protein assay kit,bca protein assay kit
cholesteatoma,cholesteatoma
aromatase,aro1
follicle,follicle
gab2,gab2
microvessel,microvessel
kit-8,kit-8
p-stat3,p-stat3
"indoleamine 2,3-dioxygenase 1","indoleamine 2,3-dioxygenase 1"
ido1 antibody,ido1 antibody
stat,ipip27a
emt-related genes,emt-related genes
cck-8,cck-8
rt-qpcr,rt-qpcr
tumor immunity,tumor immunity
ido1 mrna,ido1 mrna
interleukin 6/signal transducer and activator of transcription 3,interleukin 6/signal transducer and activator of transcription 3
immune suppression,immune suppression
herpes simplex,herpes simplex
cck8,cck8
pd-l1,b7h1
ido-1,ido
ido1,ido
si-ido1,si-ido1
streptavidin–horseradish peroxidase,streptavidin–horseradish peroxidase
ctla-4,gse
interleukin 6,interleukin 6
jak2,jtk10
goat anti-rabbit antibody igg,goat anti-rabbit antibody igg
"indoleamine 2,3-dioxygenase","indoleamine 2,3-dioxygenase"
il6,dcua
pd-1,rpl17
orai1 c-terminus,orai1 c-terminus
nuclear factor κb,nuclear factor κb
vascular inflammation,vascular inflammation
protein kinase c-alpha,protein kinase c-alpha
sphingosine kinase-1,sphingosine kinase-1
trpv4 serine 824,trpv4 serine 824
left lung,left lung
serine/threonine kinases,serine/threonine kinases
nox2,gp91phox
bca protein,bca protein
lung lobe,lung lobe
stim1,d11s4896e
cd4+,cd4+
orai1,orat1
anti-stim1,anti-stim1
lung edema,lung edema
trp channels,trp channels
p120-catenin,p120-catenin
stim1 protein,stim1 protein
c-fos,slc39a3
balf protein,balf protein
acute respiratory distress syndrome,acute respiratory distress syndrome
respiratory failure,respiratory failure
group v phospholipase a(2),group v phospholipase a(2)
v8,v8
pkcα protein,pkcα protein
pkcα isoform,pkcα isoform
lungs,lungs
sphingosine-1-phosphate receptor,sphingosine-1-phosphate receptor
cord,cord1
c-src tyrosine kinase,c-src tyrosine kinase
ap1,slc39a3
pulmonary edema,pulmonary edema
nos1,ino1
pten s,pten s
nos3,enos
nos2,ino1
anti-human hif-1α,anti-human hif-1α
pyruvate kinase m2,pyruvate kinase m2
pseudofolliculitis barbae,pseudofolliculitis barbae
kfs,gdf6
anti-human vimentin,anti-human vimentin
p70 ribosomal s6 kinase 1,p70 ribosomal s6 kinase 1
anti-human e-cadherin,anti-human e-cadherin
ich-gcp,ich-gcp
pyruvate kinase isoenzyme type m2,pyruvate kinase isoenzyme type m2
bmi1,flvi-2/bmi-1
rt,lgmd2k
trim44,an3
drosophila s6 kinase,drosophila s6 kinase
anti-human pkm2,anti-human pkm2
epidermal growth factor erk,epidermal growth factor erk
interleukin-3,interleukin-3
erk2 sirna,erk2 sirna
bik,nbk
anti-apoptotic mcl-1 protein,anti-apoptotic mcl-1 protein
pest,pest
bcl-2 proteins,bcl-2 proteins
u-pa,ews-atf1
bcl-2 family protein,bcl-2 family protein
topoisomerase ii,topoisomerase ii
mcl,dectin-3
cls,dj967n21.6
xl,xl
ribosomal s6 kinase,ribosomal s6 kinase
chemokine receptor cxcr4,chemokine receptor cxcr4
bcl-2 protein,bcl-2 protein
mcl-1 gene,mcl-1 gene
bd,bd
anti-apoptotic bcl-2 proteins,anti-apoptotic bcl-2 proteins
mmp-2,mmp2
anti-apoptotic proteins mcl-1,anti-apoptotic proteins mcl-1
mapk-elk-1,mapk-elk-1
bcl-2 protein family,bcl-2 protein family
erk sirna,erk sirna
mcl-1 mrna,mcl-1 mrna
cholera,cholera
map kinase,map kinase
glycogen synthase kinase-3β,glycogen synthase kinase-3β
annexin v-pe,annexin v-pe
rsk,hox2h
fluorochrome inhibitor of caspases,fluorochrome inhibitor of caspases
anti-apoptotic bcl-2 family proteins,anti-apoptotic bcl-2 family proteins
infections,infections
bcl-xl,ppp1r52
granzyme b,granzyme b
small-molecule bcl-2,small-molecule bcl-2
p-mek,p-mek
hsp60,hsp65
bcl2 family,bcl2 family
bfl-1,bfl-1
pi-5 kinase,pi-5 kinase
anti-apoptotic bcl-2,anti-apoptotic bcl-2
iap,ba217h1.1
pu.1 transcription factor,pu.1 transcription factor
grp78,hel-s-89n
bones,bones
rankl,ct134
hmg-coa reductase,hmg-coa reductase
bone collagen,bone collagen
il-17-producing gamma delta t,il-17-producing gamma delta t
he,el1
osteoporosis,osteoporosis
oc,bgp
p-akt,p-akt
g-csf,g-csf
sca,sca
receptor activator of nuclear factor kappab ligand,receptor activator of nuclear factor kappab ligand
nox2-based nadph oxidase,nox2-based nadph oxidase
endothelial cell phenotype,endothelial cell phenotype
opg,pdb5
vegfr2,kdr
parietal bone,parietal bone
right thigh,right thigh
limb,limb
osteoprotegerin,osteoprotegerin
rat femur,rat femur
femur,femur
vegf gene isoforms,vegf gene isoforms
kit containing protease inhibitor and phosphatase,kit containing protease inhibitor and phosphatase
cardiac valve,cardiac valve
cxcr4 protein,cxcr4 protein
hindlimb,hindlimb
t-akt,t-akt
facial bone,facial bone
femurs,femurs
rankl and the receptor activator of,rankl and the receptor activator of
osseous,osseous
rank,cd265
granulocyte-macrophage colony-stimulating factor,granulocyte-macrophage colony-stimulating factor
humeral head,humeral head
muscle fascia,muscle fascia
wing,wing
iliac,iliac
diabetic vascular disease,diabetic vascular disease
bone morphogenetic protein-2,bone morphogenetic protein-2
anti-shh monoclonal antibody 5e1,anti-shh monoclonal antibody 5e1
hedgehog,hedgehog
clinical smo inhibitor sonidegib,clinical smo inhibitor sonidegib
uterine cervix,uterine cervix
ptch1,hist1h4d
hh ligand,hh ligand
hedgehog pathway transcription factor gli3,hedgehog pathway transcription factor gli3
cd55(+),cd55(+)
cervix,cervix
estrogen receptor,estrogen receptor
human papillomavirus e6 protein,human papillomavirus e6 protein
